comment_normalized	hate	spam	obscene	class
پهلوان صدا و سیما	0	0	0	clean
چهارماه سهمیه بنزین من ریخته نشده	0	0	0	clean
چقد دیر از خواب بیدار شدی	0	0	0	clean
شربت تقلبی کرونا نداری خریدارم 	0	0	0	clean
چه عجب بیدار شدی 😂	0	0	0	clean
سوتی دیگه به چه کارت میاد رفاه؟	0	0	0	clean
دوربین چقدر با کیفیته 😮	0	0	0	clean
خیلی واقعا بد شده همچی 😭	0	0	0	clean
چه عجب اقای جوان هم حرفی زدن	0	0	0	clean
همراه اول ورشکست نشه صلوات	0	0	0	clean
ایرانم بمیرم برای دردهای بی قرارت	0	0	0	clean
چه عجب اقا رضا بالاخره شما رو دیدیم	0	0	0	clean
این پرسپولیس بازیو یک هیچ شروع میکرد 💔	0	0	0	clean
سریال خونین مشرقی ها	0	0	0	clean
اهنگ بده بیرون 😭 😭	0	0	0	clean
من میخواامم 😭 😭	0	0	0	clean
واقعا ادم نمیدونه چی بگه 😐	0	0	0	clean
چرا شما سکوت کردی از شما بعید بود	0	0	0	clean
وای خدا وای خدا 😭 😭	0	0	0	clean
؛ 💔 💔 دردت به قلبمم	0	0	0	clean
تروخداا 👅 👅 حالم خیلی بده بیاین دایرکت پسرا	0	1	1	spamobscene
اخرش واقعیت شد 😮 😮	0	0	0	clean
چه عجب رامبد بیدار شدی	0	0	0	clean
اقا حلال شیشه شیر دهنیه نخور	0	0	0	clean
واسه همینه امروز اصلا کار نمیکنه 😮	0	0	0	clean
چرا خوشالی تو عروسی بابات	0	0	0	clean
رامبد جوان بغلش کرد 😮 😮	0	0	0	clean
شبیه جوجه رنگیا شدی	0	0	0	clean
خب معلومه خیلی ترسیده	0	0	0	clean
دیر از خواب بیدار شدی برو بخواب	0	0	0	clean
جناب رامبد جوان چه عجب پیدا شدین	0	0	0	clean
چقد شبیه برنامه سمت خداس 😐 😐	0	0	0	clean
کاش قدر کشور و ماموران امنیت کشورمونو بدونیم 😢	0	0	0	clean
برای شهدای مدافع حرم	0	0	0	clean
این کارت مث کار شرکت میهن شد ساسی 😂 😂	0	0	0	clean
🤐	0	0	0	clean
من مکالمه نمی‌خوام 😑	0	0	0	clean
کاسبی جدیده از گریه زدی تو خنده ؟	0	0	0	clean
اخ مادر چی بهت میگذره 😢 💔 😓 😓	0	0	0	clean
قانون و نظم برای مردم عادیه فقط 😮	0	0	0	clean
یدونه ورزشکار خشن دایرکت بیاد با عکس	0	1	1	spamobscene
ضعیف و پراز تبلیغات	0	0	0	clean
فقط تلمبه بزنم توی صندوقتت 💦 💦	0	1	1	spamobscene
رفع تیرگی و‌لک و ترک و درمان 😢 😢 جوش 👅	0	1	1	spamobscene
چه عجب از شما	0	0	0	clean
من خیلی ناراحتم که ادم نزدیکی بهت نیستم	0	0	0	clean
چقدر درک این حقیقت ترسناکه و دردناکه 😔	0	0	0	clean
رفع تیرگی شب با لامپ	0	1	1	spamobscene
لامپ تیرگی شب با رفع	0	1	1	spamobscene
دیکتاتورها درمقابل مردم انعطاف پذیر نیستند	0	0	0	clean
😮 😮 خیلی عجیبه	0	0	0	clean
چه امیدی دارن بهار 🤌🏽 🙄 🤦🏻‍♂️	0	0	0	clean
مردی که سکوت کردی پس	0	0	0	clean
حضرت فوتوشاپ	0	0	0	clean
رفع تیرگی وو‌لک وو 😢 😢 وو درمان جووش ترک	0	1	1	spamobscene
بچه هامون چه گناهی دارن؟ 😭 😭	0	0	0	clean
خامنه ای رهبرم	0	0	0	clean
چرا مردم حرفتو نمیفهمن 😢 😓	0	0	0	clean
از خواب بیدار شدی	0	0	0	clean
چرا فعلا که همه جا ظلم پایدار	0	0	0	clean
مگه تو ناراحتم میشی عامو	0	0	0	clean
 وورزشکار خشن دایرکت بیاد با عکس	0	1	1	spamobscene
چه عجب شما تازه بیدار شدی	0	0	0	clean
ی اکانت قوی داشتم رمزش یادم رفته 😑 😑	0	0	0	clean
میگن حسین بازداشت شده	0	0	0	clean
پشتیبانی فقط به نفع مسافرراننده هیچ ارزشی نداره	0	0	0	clean
اقای رائفی پور بیا خودمونو ومردم گول نزنیم 	0	0	0	clean
نویسنده محبوبم 😭 😭	0	0	0	clean
فوتوشاپ	0	0	0	clean
 تیرگی واژن با سنگ فرز 👅	0	1	1	spamobscene
چرا صدای مردم نیستی	0	0	0	clean
چه عجب اقای محمدزاده	0	0	0	clean
یدونهه خشن ورزشکار دایرکت بیاد با عکس	0	1	1	spamobscene
صدای مردم بی گناه باشید	0	0	0	clean
قلبم با دیدنش بدجور شکسته شد 💔 💔	0	0	0	clean
پرستو صالحی صدای مردم	0	0	0	clean
نتها این مدرسه بلک همه مدرسه ها اینجوری 😮 😮	0	0	0	clean
شروین 💔	0	0	0	clean
النازم 😭 😭	0	0	0	clean
دلم خون سید 💔	0	0	0	clean
اهنگ اعتراضی نیس ؟	0	0	0	clean
دقیقا درست میگید اما کو گوش شنوا 😐	0	0	0	clean
واسه گفتن این حرف ها دیر شده	0	0	0	clean
یک گیگ نت ده هزار تومن 😮 😮	0	0	0	clean
وای وای وای وای وای 😭 😭	0	0	0	clean
این دیگه خوب نیست 😏	0	0	0	clean
یکم در حق علی مشهدی ظلم شد	0	0	0	clean
صدای جوان های اعدامی باشید	0	0	0	clean
اقا رضا خیلی ناراحتم و دلخورم ازت	0	0	0	clean
ای خدا ای خدا 😭 😭	0	0	0	clean
شبیه احمدی نژاد شدی	0	0	0	clean
رفع تیرگی واژنن با سننگ فرز 😢	0	1	1	spamobscene
ب احترام مردمم 💔	0	0	0	clean
چقدر پیر شدی پرویز	0	0	0	clean
ای خدا پ تو کجای اخه 😭	0	0	0	clean
جمعه خونین زاهدان	0	0	0	clean
داستاانی ددی مهرربون میخواام ک دلش توله کوچولو 👅 میخواد	0	1	1	spamobscene
چه عجب جناب جوان	0	0	0	clean
امان از این اسارت	0	0	0	clean
بابام محکم میکنه مامانمو 😐	0	0	1	obscene
واسه یه همسفر ساده 😮 😮	0	0	0	clean
گناه داره ندا فوش ندین	0	0	0	clean
میشه گیگ رو بذارین سرجاش؟ 😑 😑 ای باباا	0	0	0	clean
شما فیلم و مردم واقعیت این روزها 🤐	0	0	0	clean
کاش صدای اعتراضی داشتید دریغ و درد اما 😢	0	0	0	clean
چرا؟ 😮 😮	0	0	0	clean
چقدر زبانت خوبه نکشیمون 😂	0	0	0	clean
چرا سکوت کردی چرا هیچی نمیگی	0	0	0	clean
شما هم کاش وسط بازی نکنید 🙏 🙏 😢	0	0	0	clean
اقای دایی عذرخواهی کن از مردم	0	0	0	clean
😭 😭 عاطفه ما هرگز نمیمیرد	0	0	0	clean
کچل جذاب	0	0	0	clean
دمتگرم باشرف بودن یا بیشرف بودن مسئله اینست	0	0	0	clean
لطفا دیگه این ویدیوهای این مزدوران رو پخش نکنید	0	0	0	clean
حتی کچل جذاب هم همینه؟	0	0	0	clean
همراه شو عزیز هنرمند حکومتی نباش ترانه علیدوستی مهساامینی	0	0	0	clean
اقای امین حیایی عزیز ممنون از همراهی و همصدایی تون 🥺 🥺 🙏 🙏 👍 👍 فقط برای اینکه به روز جزای ظالمان نزدیک شویم بیشتر به صدای شما و سلبریتی ها نیاز داریم 😢 😢 🙏 🙏 معترض اعدام ها شوید با همکاراتون جمعی و مستمر پیگیر شوید لطفا 🙏 🙏 فاصله ی پست هاتون رو کمتر کنید 🙏 🙏 دو تا پست بعد پنجاه روز کافیه برای این حجم جنایت و ظلم به نظر شما 🥺 🥺 🙏 🌹 🙏	0	0	0	clean
از شیاطین پلید به دور باشید 👏 👏 🙌 🙌	0	0	0	clean
❤️ فقط حرف	0	0	0	clean
فوتوشاپه 😍 😍 😂 😂	0	0	0	clean
به سلامتی همه ی کچلا 👏 👏	0	0	0	clean
🖤 🖤 💔 عزیز 😭 😭 وطن غریب وطن	0	0	0	clean
😮 😮 لامصب ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️	0	0	0	clean
واای عصرجدید ❤️ ❤️ ❤️ ❤️ ❤️ کجایی 💔 😭 😭	0	0	0	clean
 تاابدجاوید شاه ❤️ ❤️ ❤️ جواب ابلهان رونده دمتم گرم ❤️	0	0	0	clean
😍 😍 تولید کننده بشکه چوبی	0	0	0	clean
شاه تویی رضا شاه بازیچه بود 😍 😍	0	0	0	clean
👏 👏 دقیقا حرف حق فقط حرف خودتون استاد	0	0	0	clean
خدایا صبر ببخش به قلب این پدر و مادر 😔 😔 🖤 🖤	0	0	0	clean
سااعت خااب سااسی جوون 🙄 🙄 😐 😐 🙏🏻 🙏🏻 🙏🏻 🙏🏻	0	0	0	clean
دوباره میسازمت وطن محسا امینی ژن ژیان ئازادی 🕊 🖤 🖤 💔 😭	0	0	0	clean
اخ قلبم سرنا 😭 🖤 💔	0	0	0	clean
سلامتی دفاع راستی که نتونست وسط بازی کنه ❤ 💙	0	0	0	clean
تمومشد خیلی تاثیر گذار بود 😐 👏🏻 👏🏻	0	0	0	clean
ارائه کلیه محصولات دیزاین خز 🌹	0	1	0	spam
بچهای رفع تیرگی چرا نیسن 😂 😂	0	1	1	spamobscene
ماشالا به این پدر مادر که پسرشون تویی 💙 💙	0	0	0	clean
اقای پرستویی چه عجب 😮 دیر اومدی بازم خوبه 👏	0	0	0	clean
ما خیلی بدبختیم که نتم یک مگ توی چین سرعت نت گیگ فکرش بکن یک گیگ لاقل باید سرعت نت ایران بالا مگ باشه کن نیست 🙁 خدایش به وزارت ارتباطات بگین لاقل سرعت نت درست کن ممنون میشم ❤️	0	1	0	spam
😢 😢 🖤 🖤 الهی بمیرم برای دلت مادر 😭 😭	0	0	0	clean
😭 💔 🍃 وطنم پاره تنم ایرانم	0	0	0	clean
ای وای برمن و دل تکه وپاره من 😱 🤯 ☹️ 🥺 😭 😭 🖤 💔 🖤 💔 🖤 🖤	0	0	0	clean
💔 🖤 ظلم پایدار نمی ماند	0	0	0	clean
یاس داداش چرا ساکتی یه کاری کن ❤️	0	0	0	clean
😍 😍 تو همه جوره ماله این حرفایی	0	0	0	clean
پسراا حاالم خیلی بده داایرکت تروخداا	0	1	1	spamobscene
اه راست میگین ماله سالا قبله 👏 👏	0	0	0	clean
😭 😭 💔 💔 💘 💘 وانروزکه تورفتی همه جانم رفت 	0	0	0	clean
🥺 😭 🖤 💔 چقد زود گذشت انگار همین چند وقت پیش بود 😔 😔	0	0	0	clean
این روزا حال هیچکس خوب نیست 🖤 💔	0	0	0	clean
تصویری واقعی ❤️	0	1	1	spamobscene
فدایت شوم من 🙂 🤍	0	0	0	clean
حتما براش جبران خواهد شدحتما حق خواهی که برای دیگران داره رو در اینده در حق خودش هم میبینهدمش گرم فراموش نمیکنیم غیرتشو ❤️ ❤️	0	0	0	clean
خدایا خودت به این مادر صبر عنایت فرما 🖤 🖤 💔 😭 😭	0	0	0	clean
دختر بودن جرم این روزاست 🖤 🖤 😭	0	0	0	clean
🔥 💔 💔 🥀 🥀 😔 😔 ⚘مهسا امینی	0	0	0	clean
حناتون دیگ رنگی نداره ❤️ ❤️	0	0	0	clean
ناموصا ترک بده حالمون بده 💔 🥀 🤝	0	0	0	clean
ژێناا گێاان جگێت فره خالێ بۆ ابجێ گێاانم 🖤 🖤 😔 😔 💔 😭 😭	0	0	0	clean
بلوچستانی که جانمازش خونی شد 🖤 💔 😭	0	0	0	clean
وای به حال ایندمون 🖤	0	0	0	clean
پشمام چه قلمی داری واقعا 💔 🖤 🖤	0	0	0	clean
اگه نتونستی زمین بزنیش حداقل دماغ شو گاز بگیر دلمون خوش شه 😍 😍	0	0	0	clean
استاد معلومه که خیلی عصبانی هستید 🤍	0	0	0	clean
چه نگاه شیطانی 😂 😈 ❤️ ❤️	0	0	0	clean
بله ما شریک جنایتیم 👏 👏	0	0	0	clean
واای بیرانوند کشته شد 💘	0	0	0	clean
مردم پیروزند و قاتلان سرنگونند 👏 👏	0	0	0	clean
اولین اخوندی که واقعا حرف حق میزنه 👏 👏	0	0	0	clean
چهره غم انگیز کیمیا علیزاده بغض مردم ایران بود 💔 😭 💔 🖤	0	0	0	clean
رفع تیرگی واژن سسمده و سسنگ پا	0	1	1	spamobscene
الهی بمیرم برای خانواده اش صبریده به همشون 😰 😰 😭 😭 🖤 🖤	0	0	0	clean
تنها سلبریتی ک دیدم جلف نبود خودتی 👏 👏	0	0	0	clean
ماله چ سالیه 😍	0	0	0	clean
سکوت مال ادمهای ترسوست 😒	0	0	0	clean
چه بهتون میاد گرگ بودن 😅	0	0	0	clean
کدام قانون خدا پدرت رابیامرزد	0	0	0	clean
سرت بازه ایران بودی 🤔	0	0	0	clean
یعنی بدن بدونه تیرگی برات ارزو نیست 🥺	0	1	1	spamobscene
همین الانم حرف نزنی بهتره 😕	0	0	0	clean
دور کمرت مثل ایربگ شده 🤦‍♀️	0	0	0	clean
حسینو گرفتن 🤦‍♂️ 🤨 🤨	0	0	0	clean
🥴 🥴	0	0	0	clean
ندا ازتواین حرفها بعید 🥴 🥴	0	0	0	clean
رفع تیرگی سنگ پا 😂	0	0	1	obscene
نشست به دلم 🥴 😏	0	0	0	clean
مگه میذارین ادم راحت باشه 😕	0	0	0	clean
قانون قانون قانون چه واژه ی غریبی 🤔 🤔	0	0	0	clean
کاش کمی مثل پدرت بودی	0	0	0	clean
اخیی انقدر محتاتانه صحبت کردید یوقت ممنوع التصویر نشید 😒	0	0	0	clean
دیر کردی رامبد 😒	0	0	0	clean
کورد را نکشید بلوچ بی برادر میشود 🥀	0	0	0	clean
ضد افتاب رنگ اف نداره ؟ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️	0	0	0	clean
شه و به خیر کوردستان 😒	0	0	0	clean
علی عزیز 😥	0	0	0	clean
عالی نبود 😒	0	0	0	clean
سلام سلام 🙈	0	0	0	clean
رفع تیرگی واژن با سنگ فرز	0	1	1	spamobscene
دمبل زدنو 🤦‍♂️	0	0	0	clean
دهه غمگین 🤦🏼‍♀️	0	0	0	clean
چه مستند زیبایی 🤭	0	0	0	clean
روحش قرین نور 🥀 🥀	0	0	0	clean
یه سوال دارم عزت 🤔	0	0	0	clean
چقدر دوستت داشتیم 😕	0	0	0	clean
سیگاره برعکس نبود؟ 🤔	0	0	0	clean
منم عاشق تو هستم 🤭 😗	0	0	0	clean
خندوانه کی شروع میشه؟ 🤔	0	0	0	clean
منتظریم کی شروع میشه؟ 🤔	0	0	0	clean
برای حسین عزیز 😞 🤦🏻‍♀️	0	0	0	clean
چرا دایرکت جواب نمیدین 😕	0	0	0	clean
مرسی خیلی تاثیر گذار بود 😒	0	0	0	clean
سلام یاس میشه یکم بیشتر حمایت کنی 🙂 ✊🏾 ممنون	0	0	0	clean
مشتی فکر نمیکنی خیلی دیر اومدی داش گلم 😶‍🌫️ 😶‍🌫️ 😶‍🌫️ 😶‍🌫️	0	0	0	clean
کلی امتیاز و کد دارم ولی یکبار هم نشده 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️	0	0	0	clean
